Agency,10-Competitive Service - Career,15-Competitive Service - Career-Conditional,30-Excepted Service - Schedule A,32-Excepted Service - Schedule B,36-Excepted Service - Executive,38-Excepted Service - Other,50-Senior Executive Service - Career,55-Senior Executive Service - Non-Career,**-Unspecified,Total Permanent,20-Competitive Service,40-Excepted Service - Schedule A,42-Excepted Service - Schedule B,44-Excepted Service - Schedule C,46-Excepted Service - Executive,48-Excepted Service - Other,60-Senior Executive Service - Limited Term,65-Senior Executive Service - Limited Emergency,Total Non-permanent,Unspecified,Total Appointments
"AF3D-AIR FORCE ELEMENTS, U.S. SPEC OPER CMD",239,6,0,2,0,68,1,0,0,316,24,0,0,0,0,1,0,0,25,0,341
"AF3G-AIR FORCE ELEMENTS, EUROPE",4,1,0,1,0,0,0,0,0,6,0,1,0,0,0,0,0,0,1,0,7
AF3L-CENTER FOR AIR FORCE HISTORY,22,0,0,0,0,0,0,0,0,22,6,0,3,0,0,0,0,0,9,0,31
"AF3N-AIR FORCE ELEMENTS, U.S. ATLANTIC CMD",13,0,0,0,0,4,0,0,0,17,1,0,0,0,0,0,0,0,1,0,18
"AF3Q-AIR FORCE ELEMENTS, U.S. STRATEGIC CMD",230,20,2,0,0,99,2,0,0,353,11,0,0,0,0,0,0,0,11,0,364
"AF3S-HDQTRS, U.S. SPACE COMMAND AND NORAD",67,3,0,0,0,45,1,0,0,116,0,0,0,0,0,0,0,0,0,0,116
"AF3T-AIR FORCE ELEMENTS, U.S. TRANSPORTN CMD",257,9,2,1,0,52,2,0,0,323,6,0,0,0,0,0,0,0,6,0,329
"AF3V-AIR FORCE ELEMENTS, OTHER THAN EUROPE",381,16,112,1,1,102,3,1,0,617,8,2,2,1,1,1,0,0,15,0,632
AF3W-AIR FORCE CTR FOR ENVIRONMNTL EXCELLENCE,337,8,5,0,0,0,1,0,0,351,17,0,6,0,0,0,0,0,23,0,374
"AF3Z-JT SERVICES SURV, EVAS, RESIS & ESC AGY",3,0,1,0,0,63,0,0,0,67,0,0,0,0,0,2,0,0,2,0,69
AFNG-AIR NATIONAL GUARD UNITS (TITLE 32),332,2,0,0,0,20879,0,0,0,21213,1,0,0,0,0,1419,0,0,1420,0,22633
"AFZG-U.S. SPEC OPERATIONS CMD (ANG, TITLE 32)",1,0,0,0,0,224,0,0,0,225,0,0,0,0,0,12,0,0,12,0,237
AFZS-U.S. SPEC. OPERATIONS COMMAND (AIR FORCE,484,26,11,0,0,24,0,0,0,545,36,3,0,0,0,0,0,0,39,0,584
AG01-OFFICE OF THE SECRETARY OF AGRICULTURE,16,0,0,0,0,0,0,19,0,35,0,0,1,17,9,1,0,0,28,0,63
AG02-AGRICULTURAL MARKETING SERVICE,2195,358,445,6,0,4,10,1,0,3019,10,3031,20,5,0,2,0,0,3068,0,6087
AG03-AGRICULTURAL RESEARCH SERVICE,5567,999,12,46,0,21,40,0,0,6685,270,255,974,3,0,9,0,0,1511,0,8196
AG07-RURAL HOUSING SERVICE,5553,629,22,9,0,41,3,1,0,6258,105,5,71,51,0,3,0,0,235,0,6493
AG08-RISK MANAGEMENT AGENCY,491,21,1,6,0,2,2,2,0,525,1,0,4,5,0,5,0,0,15,0,540
AG10-FOREIGN AGRICULTURAL SERVICE,404,59,2,12,9,164,4,4,0,658,3,0,126,6,0,15,0,0,150,0,808
AG11-FOREST SERVICE,25785,1926,80,180,0,281,51,0,1,28304,9657,164,1377,2,0,66,1,0,11267,0,39571
AG13-OFFICE OF COMMUNICATIONS,94,3,1,3,0,0,0,2,0,103,2,1,1,10,0,0,0,0,14,0,117
AG14-OFFICE OF THE GENERAL COUNSEL,108,3,204,0,0,3,18,1,0,337,0,3,3,0,1,1,0,0,8,0,345
AG15-RURAL UTILITIES SERVICE,317,30,0,0,0,0,2,1,0,350,0,0,1,8,1,0,0,0,10,0,360
AG16-NATURAL RESOURCES CONSERVATION SERVICE,10271,795,11,110,0,15,26,1,0,11229,349,1371,134,9,0,27,0,0,1890,0,13119
AG18-ECONOMIC RESEARCH SERVICE,419,9,4,2,0,1,6,0,0,441,27,0,14,0,0,1,0,0,42,0,483
AG20-NATIONAL AGRICULTURAL STATISTICS SERVICE,951,110,3,15,0,1,7,0,0,1087,5,4,6,0,0,1,0,0,16,0,1103
"AG22-COOP STATE RESEARCH, EDUC, & EXTEN SERV",268,41,2,2,0,1,9,0,0,323,4,36,11,0,0,5,0,0,56,0,379
AG23-OFFICE  OF THE INSPECTOR GENERAL,589,59,1,6,0,3,8,0,0,666,1,5,0,0,1,0,0,0,7,0,673
AG30-FOOD AND NUTRITION SERVICE,1423,101,4,5,0,15,14,4,0,1566,13,0,47,9,0,0,0,0,69,0,1635
AG32-RURAL BUSINESS-COOPERATIVE SERVICE,93,7,1,1,0,0,2,2,0,106,0,0,2,17,0,1,0,0,20,0,126
AG34-ANIMAL AND PLANT HEALTH INSPECTION SERV,4436,700,14,27,0,79,15,0,1,5272,201,1181,150,2,0,44,0,0,1578,1,6851
"AG36-GRAIN INSPEC, PACKERS & STOCKYARDS ADMIN",636,103,1,1,0,2,3,1,0,747,3,67,13,2,0,0,0,0,85,0,832
AG37-FOOD SAFETY AND INSPECTION SERVICE,7872,1136,40,1,0,10,21,0,0,9080,88,1055,28,2,0,3,0,0,1176,0,10256
AG38-OFFICE OF THE CHIEF ECONOMIST,40,3,0,0,0,0,5,0,0,48,0,0,5,0,0,0,0,0,5,0,53
AG42-OFFICE OF BUDGET AND PROGRAM ANALYSIS,55,1,1,0,0,1,4,0,0,62,0,0,0,0,0,0,0,0,0,0,62
AG90-OFFICE OF THE CHIEF FINANCIAL OFFICER,1535,103,2,0,0,8,8,0,0,1656,51,16,48,1,1,1,1,0,119,0,1775
AG92-OFFICE OF THE ADMINISTRATIVE LAW JUDGE,13,0,2,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,15
AG98-OFFICE OF OPERATIONS,261,15,29,0,0,10,3,0,0,318,6,2,3,0,0,0,0,0,11,0,329
AGAW-ALTERNATIVE AGR RES AND COMMERCIALIZ CTR,6,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7
AGCA-BOARD OF CONTRACT APPEALS,3,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8
AGDB-OFC OF SMALL AND DISADV BUS UTILIZATION,10,0,0,1,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,12
AGDM-MANAGEMENT SUPPORT STAFF,74,0,0,1,0,0,0,0,0,75,0,0,1,0,0,0,0,0,1,0,76
AGES-OFFICE OF THE EXECUTIVE SECRETARIAT,16,0,0,0,0,0,0,0,0,16,0,0,0,1,0,0,0,0,1,0,17
AGFA-FARM SERVICE AGENCY,5108,444,9,6,0,6,7,8,0,5588,26,233,29,48,0,17,1,0,354,0,5942
AGIT-OFFICE OF THE CHIEF INFORMATION OFFICER,231,12,0,1,0,6,4,1,0,255,3,0,1,2,0,0,1,0,7,0,262
AGNA-NATIONAL APPEALS DIVISION,125,3,0,0,0,0,0,0,0,128,0,0,2,0,0,0,0,0,2,0,130
"AGPA-POLICY, ANALYSIS, AND COORDINATION CENTR",154,13,0,0,0,0,7,1,0,175,6,4,5,4,0,6,2,0,27,0,202
AGSC-NAT SHEEP INDUSTRY IMPROVEMENT CENTER,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
AH-NAT FOUNDATION ON ARTS AND HUMANITIES,205,40,2,56,0,3,8,5,0,319,6,21,9,10,42,18,1,0,107,0,426
AI-U.S. INSTITUTE OF PEACE,0,0,0,0,0,14,0,0,0,14,0,0,0,0,2,50,0,0,52,0,66
AM-U.S. INTERNL DEVELOPMENT COOPERATION AGY,1036,89,50,0,0,1067,26,7,0,2275,7,3,2,2,19,119,0,0,152,0,2427
AN-AFRICAN DEVELOPMENT FOUNDATION,22,0,0,0,0,1,0,0,0,23,0,0,0,1,0,0,0,0,1,0,24
AP-APPALACHIAN REGIONAL COMMISSION,7,0,0,0,0,0,0,0,0,7,0,0,0,2,1,0,0,0,3,0,10
ARAE-ACQUISITION EXECUTIVE SUPPORT AGENCY,1921,51,5,16,0,15,12,0,0,2020,25,1,22,0,0,0,1,0,49,0,2069
ARAS-US ARMY INTELLIGENCE AND SECURITY CMD,23,0,14,0,0,1606,0,0,0,1643,0,2,0,0,0,32,0,0,34,0,1677
ARAU-U.S. ARMY AUDIT AGENCY,513,59,1,2,0,7,4,0,0,586,0,1,0,0,0,0,0,0,1,0,587
ARCB-U.S. ARMY CRIMINAL INVESTIGATION COMMAND,331,36,3,0,0,34,0,0,0,404,4,6,1,0,0,0,0,0,11,0,415
ARCE-US ARMY CORPS OF ENG (EXC CIV PRG FIN),29622,1375,367,468,0,378,39,1,0,32250,962,111,1175,0,2,34,0,0,2284,0,34534
ARCS-IMMEDIATE OFC OF CHIEF OF STAFF OF ARMY,583,8,5,0,0,116,8,0,0,720,3,0,1,0,0,1,0,0,5,0,725
ARCZ-U.S. ARMY INFORMATION SYSTEMS COMMAND,1,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,4,0,5
ARE1-IMM OFC CMD-IN-CH US ARMY EUR & SEV ARMY,1918,384,36,8,0,597,7,0,0,2950,315,1235,6,0,0,4,0,0,1560,1,4511
ARE2-21ST THEATER ARMY AREA COMMAND,202,24,9,1,0,45,0,0,0,281,38,45,0,0,0,0,0,0,83,0,364
ARE3-U.S. ARMY SOUTHERN EUROPEAN TASK FORCE,108,24,5,0,0,34,0,0,0,171,11,52,0,0,0,0,0,0,63,0,234
ARE5-U.S. ARMY V CORPS,161,19,12,4,0,54,0,0,0,250,67,79,2,0,0,1,0,0,149,0,399
AREB-1ST PERSONNEL COMMAND,137,57,0,2,0,94,0,0,0,290,58,127,0,0,0,1,0,0,186,0,476
AREN-SEVENTH ARMY TRAINING COMMAND,263,72,1,1,0,100,0,0,0,437,41,193,0,0,0,1,0,0,235,0,672
ARFC-U.S. ARMY FORCES COMMAND,14192,801,94,11,0,805,4,0,0,15907,1055,79,44,0,0,51,0,0,1229,0,17136
ARGB-OFC OF CHIEF OF NAT GUARD BUREAU,309,19,5,0,0,13,1,0,0,347,25,0,3,0,0,0,0,0,28,0,375
ARHR-U.S. ARMY RESERVE COMMAND,7673,575,16,8,0,702,0,0,0,8974,236,4,8,0,0,1,0,0,249,0,9223
ARJ1-U.S. ARMY ELEMENT SHAPE,19,5,2,0,0,16,0,0,0,42,3,24,0,0,0,0,0,0,27,0,69
ARJA-JOINT ACTIVITIES,513,69,12,5,0,314,2,1,0,916,91,82,12,0,0,141,0,0,326,0,1242
ARMA-U.S. MILITARY ACADEMY,1539,192,16,0,0,25,0,0,0,1772,38,115,6,0,0,6,0,0,165,0,1937
ARMC-U.S. ARMY MEDICAL COMMAND,19785,2712,111,12,0,1018,10,0,0,23648,827,644,63,0,0,182,0,0,1716,0,25364
ARMP-U.S. TOTAL ARMY PERSONNEL COMMAND,1724,54,2,0,0,130,3,0,0,1913,37,0,9,0,0,0,0,0,46,0,1959
ARMT-MILITARY TRAFFIC MANAGEMENT COMMAND,1757,101,14,8,0,73,1,0,0,1954,85,5,26,0,0,0,0,0,116,0,2070
ARMW-US ARMY MIL DISTRICT OF WASHINGTON,2332,101,23,2,0,106,1,0,0,2565,50,1,31,0,0,1,0,0,83,0,2648
ARNG-ARMY NATIONAL GUARD UNITS (TITLE 32),1864,4,3,0,0,19530,0,0,0,21401,4,0,0,0,0,2139,0,0,2143,0,23544
"ARP1-U.S. ARMY, PACIFIC",3040,181,40,2,0,149,0,0,0,3412,176,31,4,0,0,1,0,0,212,0,3624
ARP8-EIGHTH U.S. ARMY,842,56,10,2,0,132,0,0,0,1042,55,87,1,0,0,4,0,0,147,0,1189
ARPC-MILITARY ENTRANCE PROCESSING COMMAND,1038,127,5,0,0,69,0,0,0,1239,29,0,0,0,0,1,0,0,30,0,1269
ARRC-U.S. ARMY RECRUITING COMMAND,1011,58,6,2,0,46,0,0,0,1123,27,0,0,0,0,1,0,0,28,0,1151
ARSA-OFFICE OF THE SECRETARY OF THE ARMY,483,7,9,0,0,4,41,5,0,549,2,1,3,7,9,107,5,0,134,0,683
ARSB-FLD OPERATING OFC OF OFC OF SEC OF ARMY,2308,656,26,71,0,196,0,0,0,3257,23,3,63,1,0,6,1,0,97,0,3354
ARSC-US ARMY SPACE AND STRATEGIC DEFENSE CMD,968,15,6,5,0,59,6,0,0,1059,60,2,1,0,0,3,0,0,66,0,1125
ARSE-FLD OP AG OF ARMY STAFF RESOURCED OA-22,1002,25,34,1,0,24,3,0,0,1089,27,3,10,0,0,7,0,0,47,0,1136
ARSF-FLD OPERATING AGENCIES OF THE ARMY STAFF,1638,39,14,6,0,102,4,0,0,1803,156,10,2,0,0,56,0,0,224,0,2027
"ARSJ-JT SERV & ACT SUP BY OFC, SEC OF ARMY",1057,21,35,2,0,54,3,1,0,1173,7,2,10,0,0,1,0,0,20,0,1193
ARSP-U.S. SPECIAL OPERATIONS COMMAND (ARMY),787,63,11,2,0,150,0,0,0,1013,45,0,1,0,0,1,0,0,47,0,1060
"ARSS-STAFF SUP AGENCIES OF CHF OF STAFF, ARMY",64,1,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,65
ARSU-U.S. ARMY SOUTHERN COMMAND,354,68,57,3,0,202,1,0,1,686,73,0,0,0,0,79,0,0,152,0,838
ARTC-U.S. ARMY TRAINING AND DOCTRINE COMMAND,15806,732,660,28,0,809,10,0,0,18045,970,263,57,0,0,38,0,0,1328,0,19373
"ARX2-HEADQUARTERS, AMC",768,3,27,0,0,4,13,0,0,815,0,0,7,0,0,8,0,0,15,0,830
"ARX3-HQ, STAFF SUPPORT ACTIVITIES, AMC",96,3,0,0,0,0,0,0,0,99,0,0,2,0,0,0,0,0,2,0,101
"ARX4-TRAINING ACTIVITIES, AMC",21,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,21
"ARX5-U.S. ARMY MATERIEL COMMAND, ALL OTHERS",323,6,0,12,0,4,2,0,0,347,0,0,2,0,0,0,0,0,2,0,349
ARX6-U.S. ARMY MISSILE COMMAND,6565,87,34,0,0,114,14,0,0,6814,80,4,2,0,0,9,0,0,95,0,6909
ARX7-U.S. ARMY TANK-AUTOMOTIVE & ARMAMENT CMD,7190,169,44,24,0,44,15,0,0,7486,17,4,5,0,0,1,0,0,27,0,7513
ARX8-US ARMY COMMUNICATIONS ELECTRONICS CMD,8914,241,52,16,0,104,11,0,0,9338,46,1,3,0,0,5,0,0,55,0,9393
"ARX9-U.S. ARMY SIMUL, TRAING AND INSTRUM CMD",431,3,0,1,0,39,1,0,0,475,16,0,12,0,0,0,0,0,28,0,503
ARXA-US ARMY CHEMICAL AND BIOLOGICAL DEF CMD,3318,55,10,0,0,38,5,0,0,3426,24,0,27,0,0,0,0,0,51,0,3477
ARXC-U.S. ARMY SOLDIERS SYSTEM COMMAND (SSC),46,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,46
ARXD-U.S. ARMY RESEARCH LABORATORY COMMAND,2038,64,13,9,0,31,15,0,0,2170,4,2,4,0,0,0,0,0,10,0,2180
ARXK-MATERIEL ACQUISITION ACTIVITIES,99,3,2,1,0,17,0,0,0,122,2,0,0,0,0,0,0,0,2,0,124
ARXL-MATERIEL ACQUISITION PROJECT MANAGERS,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7
ARXM-U.S. ARMY TEST AND EVALUATION COMMAND,5037,123,18,14,0,75,3,0,0,5270,95,3,25,0,0,5,0,0,128,0,5398
ARXP-U.S. ARMY SECURITY ASSISTANCE COMMAND,410,54,2,0,0,4,1,0,0,471,9,0,0,0,0,0,0,0,9,0,480
ARXQ-U.S. ARMY INDUSTRIAL OPERATIONS COMMAND,14836,409,88,22,0,93,2,0,0,15450,534,6,6,0,0,2,0,0,548,0,15998
ARXX-MATERIEL READINESS ACTIVITIES,684,11,3,1,0,5,0,0,0,704,17,6,1,0,0,0,0,0,24,0,728
AU-FEDERAL LABOR RELATIONS AUTHORITY,87,9,87,0,0,4,15,0,0,202,4,3,8,2,10,5,0,0,32,0,234
AW-ARCTIC RESEARCH COMMISSION,2,0,0,0,0,0,1,0,0,3,0,0,0,0,3,4,0,0,7,0,10
BD-MERIT SYSTEMS PROTECTION BOARD,81,10,53,0,0,62,9,4,0,219,0,1,0,0,3,8,0,0,12,0,231
BF-DEFENSE NUCLEAR FACILITIES SAFETY BOARD,23,3,11,0,0,44,9,0,0,90,0,0,0,0,5,0,0,0,5,0,95
BG-PENSION BENEFIT GUARANTY CORPORATION,551,59,82,0,0,1,0,0,0,693,5,2,32,5,0,0,0,0,44,0,737
BK-JAMES MADISON MEMORIAL FELLOWSHIP FOUND,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
BO-OFFICE OF MANAGEMENT AND BUDGET,285,91,31,2,0,2,57,9,0,477,0,4,14,16,4,8,2,0,48,0,525
BT-ARCHITECTL & TRANS BARRIER COMPLIANCE BD,23,2,4,0,0,0,0,0,0,29,0,0,1,0,3,10,0,0,14,0,43
BW-NUCLEAR WASTE TECHNICAL REVIEW BOARD,4,0,0,0,0,7,0,0,0,11,1,0,0,0,2,10,0,0,13,0,24
BZ-CHRISTOPHER COLUMBUS FELLOWSHIP FOUNDATN,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,9,0,0,9,0,10
CC-COMMISSION ON CIVIL RIGHTS,46,6,11,0,0,0,1,2,0,66,0,1,0,8,3,3,0,0,15,0,81
CE-COUNCIL OF ECONOMIC ADVISERS,6,0,0,0,0,17,0,0,0,23,0,0,0,4,0,1,0,0,5,0,28
CF-COMMISSION OF FINE ARTS,6,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,7
CG-NATIONAL EDUCATION GOALS PANEL,3,2,0,0,0,1,0,0,0,6,0,0,0,0,0,2,0,0,2,0,8
CM33-TECHNOLOGY ADMINISTRATION,23,9,0,0,0,0,3,2,0,37,1,0,3,1,0,1,1,0,7,0,44
CM51-OFFICE OF THE SECRETARY,583,46,138,2,0,7,26,20,0,822,48,16,16,42,4,2,2,0,130,0,952
CM52-ECONOMIC DEVELOPMENT ADMINISTRATION,218,17,12,0,0,1,6,2,0,256,7,3,1,3,1,0,0,0,15,0,271
CM53-BUREAU OF ECONOMIC ANALYSIS,356,58,0,0,0,1,10,0,0,425,2,0,5,0,0,0,0,0,7,0,432
CM54-NAT OCEANIC AND ATMOSPHERIC ADMIN,10388,1011,258,69,0,156,96,9,0,11987,230,119,98,3,2,30,0,0,482,0,12469
CM55-INTERNATIONAL TRADE ADMINISTRATION,1040,280,28,24,0,161,20,11,3,1567,28,1,9,7,5,92,0,0,142,0,1709
CM56-PATENT AND TRADEMARK OFFICE,4221,1443,446,1,0,30,33,0,0,6174,127,23,17,3,1,5,1,0,177,0,6351
CM57-NATL INSTITUTE OF STANDARDS AND TECH,2480,383,4,8,0,12,51,0,0,2938,103,131,188,0,1,16,0,0,439,0,3377
CM59-MINORITY BUSINESS DEVELOPMENT AGENCY,82,8,1,0,0,0,0,2,0,93,3,1,2,1,0,0,0,1,8,0,101
CM61-NAT TELECOMMUNICATIONS AND INFO ADMIN,194,25,18,0,0,0,5,0,0,242,3,2,6,1,1,1,0,0,14,0,256
CM62-NATIONAL TECHNICAL INFORMATION SERVICE,236,11,0,0,0,0,2,0,0,249,6,0,0,0,0,0,0,0,6,0,255
CM63-BUREAU OF THE CENSUS,4524,940,3248,7,0,22,34,1,0,8776,2411,5499,150,3,1,4,13,0,8081,0,16857
CM64-OFFICE OF THE INSPECTOR GENERAL,131,21,5,0,0,0,6,0,0,163,1,0,1,0,1,0,0,0,3,0,166
CM65-ECONOMICS AND STATISTICS ADMINISTRATION,53,8,1,0,0,0,4,2,0,68,1,1,0,0,1,0,0,0,3,0,71
CM67-BUREAU OF EXPORT ADMINSTRATION,318,41,0,2,0,2,8,0,0,371,1,16,1,4,3,0,0,0,25,0,396
CT-COMMODITY FUTURES TRADING COMMISSION,325,30,148,0,0,0,16,1,0,520,2,4,31,6,5,1,0,2,51,0,571
CU-NATIONAL CREDIT UNION ADMINISTRATION,719,175,15,0,0,1,0,0,0,910,40,1,10,3,5,7,0,0,66,0,976
