Agency,10-Competitive Service - Career,15-Competitive Service - Career-Conditional,30-Excepted Service - Schedule A,32-Excepted Service - Schedule B,36-Excepted Service - Executive,38-Excepted Service - Other,50-Senior Executive Service - Career,55-Senior Executive Service - Non-Career,**-Unspecified,Permanent,20-Competitive Service,40-Excepted Service - Schedule A,42-Excepted Service - Schedule B,44-Excepted Service - Schedule C,46-Excepted Service - Executive,48-Excepted Service - Other,60-Senior Executive Service - Limited Term,65-Senior Executive Service - Limited Emergency,Non-permanent,Unspecified,Type of Appointment - All,10-Competitive Service - Career,15-Competitive Service - Career-Conditional,30-Excepted Service - Schedule A,32-Excepted Service - Schedule B,36-Excepted Service - Executive,38-Excepted Service - Other,50-Senior Executive Service - Career,55-Senior Executive Service - Non-Career,**-Unspecified,Permanent,20-Competitive Service,40-Excepted Service - Schedule A,42-Excepted Service - Schedule B,44-Excepted Service - Schedule C,46-Excepted Service - Executive,48-Excepted Service - Other,60-Senior Executive Service - Limited Term,65-Senior Executive Service - Limited Emergency,Non-permanent,Unspecified,Type of Appointment - All,Type of Appointment - All
AF09-AIR FORCE PERSONNEL CENTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
AF0B-U.S. AIR FORCE ACADEMY,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,14,0,0,0,1,0,0,0,16,0,1,24,0,0,0,0,0,25,0,41,43
"AF0D-U.S. AIR FORCES, EUROPE",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,3,0,0,0,0,0,0,0,8,1,298,0,0,0,0,0,0,299,0,307,308
AF0J-AIR EDUCATION AND TRAINING COMMAND,10,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12,10,30,0,6,0,10,0,0,0,56,37,1,249,0,0,0,0,0,287,0,343,355
"AF0M-HEADQUARTERS, AIR FORCE RESERVE",7,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,2,47,0,0,0,20,0,0,0,69,4,0,36,0,0,0,0,0,40,0,109,117
"AF0N-IMMEDIATE OFFICE, HEADQUARTERS, USAF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,0,0,6,1,0,1,1,0,0,0,0,3,0,9,9
AF0R-PACIFIC AIR FORCES,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,5,0,0,0,2,0,0,0,12,5,296,41,0,0,0,0,0,342,0,354,355
"AF0U-AIR FORCE INTELLIGENCE, SURVEILLANCE, & RECONNAISSANCE AGENCY",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,11
AF0V-AIR FORCE SPECIAL OPERATIONS COMMAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,6,2,1,3,0,0,0,0,0,6,0,12,12
AF10-AIR FORCE CENTER FOR QUALITY AND MANAGEMENT INNOVATION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF11-AIR FORCE MANPOWER AGENCY,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,1,0,6,9
"AF1A-AIR FORCE C2 & INTELLIGENCE, SURVEILLANCE & RECONNAISSANCE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF1C-AIR COMBAT COMMAND,4,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,6,38,0,0,0,14,0,0,0,58,34,22,298,0,0,0,0,0,354,0,412,417
AF1G-AIR FORCE LOGISTICS MANAGEMENT AGENCY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF1L-AIR MOBILITY COMMAND,8,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,4,29,0,0,0,5,0,0,0,38,28,45,88,0,0,0,0,0,161,0,199,209
AF1M-AIR FORCE MATERIEL COMMAND,15,1,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,16,18,303,4,93,0,28,0,0,0,446,27,17,315,0,0,2,0,0,361,0,807,823
AF1P-AIR FORCE REAL PROPERTY AGENCY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF1Q-HQ AF FLIGHT STANDARDS AGENCY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF1S-SPACE COMMAND,1,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,26,0,10,0,8,0,0,0,48,10,3,92,0,0,0,0,0,105,0,153,156
AF1W-AIR FORCE ENGINEERING AND SERVICES CENTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF1Y-AIR FORCE CIVILIAN CAREER TRAINING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,53,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,58,58
AF21-AIR FORCE NUCLEAR WEAPONS AGENCY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF24-HQ USAF DIRECT SUPPORT ELEMENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
AF25-AF-WIDE SUPPORT ELEMENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,15,2,0,0,0,0,0,17,0,18,18
AF27-AIR FORCE AGENCY FOR MODELING AND SIMULATION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF2A-AIR FORCE COST CENTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
AF2B-AIR FORCE DOCTRINE CENTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF2D-AIR FORCE PERSONNEL OPERATIONS AGENCY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF2E-AIR FORCE LEGAL SERVICES CENTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF2F-AIR FORCE MEDICAL SERVICES CENTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
AF2G-AIR FORCE SERVICE INFORMATION AND NEWS CENTER,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AF2I-AIR NATIONAL GUARD SUPPORT CENTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,3,0,5,5
AF2K-U.S. AIR FORCE HISTORICAL RESEARCH CENTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF2L-AIR FORCE TECHNICAL APPLICATIONS CENTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF2M-AIR FORCE REVIEW BOARDS OFFICE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
AF2N-AIR FORCE CENTER FOR STUDIES AND ANALYSES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF2Q-AIR WEATHER SERVICE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,3,0,4,4
AF2R-AIR FORCE PROGRAM EXECUTIVE OFFICE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF2S-HQ NORAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
AF2T-AIR FORCE SUPPLY CENTER,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"AF2U-AIR FORCE MORALE, WELFARE AND RECREATION CENTER",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
AF2W-11TH WING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,14,0,0,0,0,0,14,0,17,17
AF2Y-AIR FORCE PENTAGON COMMUNICATIONS AGENCY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF2Z-HQ AIR FORCE MEDICAL OPERATIONS AGENCY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF34-AIR NATIONAL GUARD UNITS (MOBILIZATION) (TITLE 5),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,3,0,0,24,0,0,0,0,0,24,0,27,27
"AF3C-AIR FORCE ELEMENTS, U.S. CENTRAL COMMAND",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
"AF3D-AIR FORCE ELEMENTS, U.S. SPECIAL OPERATIONS COMMAND",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,5
"AF3N-AIR FORCE ELEMENTS, U.S. ATLANTIC COMMAND",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
"AF3Q-AIR FORCE ELEMENTS, U.S. STRATEGIC COMMAND",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2,0,0,0,5,1,0,3,0,0,0,0,0,4,0,9,10
"AF3S-HEADQUARTERS, U.S. SPACE COMMAND AND NORAD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AF3T-AIR FORCE ELEMENTS, U.S. TRANSPORTATION COMMAND",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,3,4
"AF3V-AIR FORCE ELEMENTS, OTHER THAN EUROPE",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6,0,0,0,7,1,5,4,0,0,1,0,0,11,0,18,19
AF3W-AIR FORCE CENTER FOR ENVIRONMENTAL EXCELLENCE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,3,3
AF3Y-AIR FORCE FREQUENCY MANAGEMENT AGENCY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AF4D-AIR FORCE ELEMENTS, U.S. NORTHERN COMMAND",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,2,0,4,5
AF4W-AIR FORCE DISTRICT OF WASHINGTON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF5J-AIR FORCE FINANCIAL SERVICES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF5K-AIR FORCE PETROLEUM AGENCY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFNG-AIR NATIONAL GUARD UNITS (TITLE 32),0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,87,0,0,0,92,0,4,0,0,0,154,0,0,158,1,251,253
"AFZG-U.S. SPECIAL OPERATIONS COMMAND (ANG, TITLE 32)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,2
AFZS-U.S. SPECIAL OPERATIONS COMMAND (AIR FORCE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AG01-OFFICE OF THE SECRETARY OF AGRICULTURE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,1,0,3,3
AG02-AGRICULTURAL MARKETING SERVICE,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,8,1,10,0,0,0,0,0,19,0,1,1,0,0,0,0,0,2,0,21,23
AG03-AGRICULTURAL RESEARCH SERVICE,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,2,16,0,4,0,0,0,0,0,22,6,105,195,0,0,0,0,0,306,0,328,331
AG07-RURAL HOUSING SERVICE,4,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,4,23,0,2,0,0,0,0,0,29,3,0,28,0,0,1,0,0,32,0,61,67
AG08-RISK MANAGEMENT AGENCY,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,3,0,0,8,0,0,0,0,0,8,0,11,12
AG10-FOREIGN AGRICULTURAL SERVICE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,9,0,0,1,0,0,10,0,11,11
AG11-FOREST SERVICE,31,1,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,32,7,47,1,36,0,2,0,0,0,93,1216,26,1298,0,0,14,0,0,2554,0,2647,2679
AG13-OFFICE OF COMMUNICATIONS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,2
AG14-OFFICE OF THE GENERAL COUNSEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,2
AG15-RURAL UTILITIES SERVICE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,5,5
AG16-NATURAL RESOURCES CONSERVATION SERVICE,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,5,0,30,0,0,0,0,0,35,15,39,45,0,0,3,0,0,102,0,137,140
AG18-ECONOMIC RESEARCH SERVICE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,6,0,7,7
AG20-NATIONAL AGRICULTURAL STATISTICS SERVICE,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,4,0,0,2,0,0,0,0,0,2,0,6,7
"AG22-COOPERATIVE STATE RESEARCH, EDUCATION, AND EXTENSION SERVICE",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,3,0,1,2,0,0,0,0,0,3,0,6,7
AG23-OFFICE OF THE INSPECTOR GENERAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,1,0,2,0,0,0,0,0,3,0,6,6
AG30-FOOD AND NUTRITION SERVICE,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
AG32-RURAL BUSINESS-COOPERATIVE SERVICE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AG34-ANIMAL AND PLANT HEALTH INSPECTION SERVICE,3,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,1,22,0,0,0,1,0,0,0,24,9,79,27,0,0,0,0,0,115,0,139,143
"AG36-GRAIN INSPECTION, PACKERS AND STOCKYARDS ADMINISTRATION",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,2
AG37-FOOD SAFETY AND INSPECTION SERVICE,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,31,0,0,0,0,0,0,0,31,0,2,3,0,0,0,0,0,5,0,36,37
AG38-OFFICE OF THE CHIEF ECONOMIST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,3,3
AG42-OFFICE OF BUDGET AND PROGRAM ANALYSIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AG90-OFFICE OF THE CHIEF FINANCIAL OFFICER,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,7
AGCR-OFFICE OF CIVIL RIGHTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,4
AGDA-DEPARTMENTAL ADMINISTRATION,4,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
AGES-OFFICE OF THE EXECUTIVE SECRETARIAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGFA-FARM SERVICE AGENCY,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,7,0,9,0,1,0,0,0,18,0,5,12,0,0,0,0,0,17,0,35,37
AGHL-HOMELAND SECURITY STAFF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGHS-HOMELAND SECURITY STAFF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGIT-OFFICE OF THE CHIEF INFORMATION OFFICER,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,3,0,4,7
AGNA-NATIONAL APPEALS DIVISION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,2
AH01-NATIONAL ENDOWMENT FOR THE ARTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
AH02-NATIONAL ENDOWMENT FOR THE HUMANITIES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,2
AH03-INSTITUTE OF MUSEUM AND LIBRARY SERVICES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AI00-U.S. INSTITUTE OF PEACE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,5,5
AM00-AGENCY FOR INTERNATIONAL DEVELOPMENT,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,5,0,5,6
AN00-AFRICAN DEVELOPMENT FOUNDATION,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AP00-APPALACHIAN REGIONAL COMMISSION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR**-UNSPECIFIED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,2
AR3A-U.S. ARMY CENTRAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR5A-U.S. ARMY NORTH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARAC-U.S. ARMY CONTRACTING AGENCY,6,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,1,1,0,2,0,3,0,0,0,7,0,0,4,0,0,3,0,0,7,0,14,23
