Agency,10-Competitive Service - Career,15-Competitive Service - Career-Conditional,30-Excepted Service - Schedule A,32-Excepted Service - Schedule B,36-Excepted Service - Executive,38-Excepted Service - Other,50-Senior Executive Service - Career,55-Senior Executive Service - Non-Career,**-Unspecified,Permanent,20-Competitive Service,40-Excepted Service - Schedule A,42-Excepted Service - Schedule B,44-Excepted Service - Schedule C,46-Excepted Service - Executive,48-Excepted Service - Other,60-Senior Executive Service - Limited Term,65-Senior Executive Service - Limited Emergency,Non-permanent,Unspecified,Type of Appointment - All,10-Competitive Service - Career,15-Competitive Service - Career-Conditional,30-Excepted Service - Schedule A,32-Excepted Service - Schedule B,36-Excepted Service - Executive,38-Excepted Service - Other,50-Senior Executive Service - Career,55-Senior Executive Service - Non-Career,**-Unspecified,Permanent,20-Competitive Service,40-Excepted Service - Schedule A,42-Excepted Service - Schedule B,44-Excepted Service - Schedule C,46-Excepted Service - Executive,48-Excepted Service - Other,60-Senior Executive Service - Limited Term,65-Senior Executive Service - Limited Emergency,Non-permanent,Unspecified,Type of Appointment - All,Type of Appointment - All
AF09-AIR FORCE PERSONNEL CENTER,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,3,0,5,7
AF0B-U.S. AIR FORCE ACADEMY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,4,3,4,5,0,0,0,0,0,12,0,16,16
"AF0D-U.S. AIR FORCES, EUROPE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,5,0,23,0,0,0,0,0,0,23,0,28,28
AF0J-AIR EDUCATION AND TRAINING COMMAND,3,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,34,38,1,1,0,6,0,0,0,80,80,55,7,0,0,1,0,0,143,0,223,227
"AF0M-HEADQUARTERS, AIR FORCE RESERVE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,64,0,0,0,17,0,0,0,103,12,0,19,0,0,0,0,0,31,0,134,134
"AF0N-IMMEDIATE OFFICE, HEADQUARTERS, USAF",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,4,5
AF0R-PACIFIC AIR FORCES,6,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,7,10,0,0,0,2,0,0,0,19,4,46,0,0,0,0,0,0,50,0,69,76
"AF0U-AIR FORCE INTELLIGENCE, SURVEILLANCE, & RECONNAISSANCE AGENCY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,19,0,0,0,0,0,2,0,0,2,0,21,21
AF0V-AIR FORCE SPECIAL OPERATIONS COMMAND,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,12,0,0,0,0,0,0,0,14,20,6,0,0,0,0,0,0,26,0,40,42
AF10-AIR FORCE CENTER FOR QUALITY AND MANAGEMENT INNOVATION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF11-AIR FORCE MANPOWER AGENCY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2
"AF1A-AIR FORCE C2 & INTELLIGENCE, SURVEILLANCE & RECONNAISSANCE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF1C-AIR COMBAT COMMAND,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,23,46,0,0,0,11,0,0,0,80,23,75,0,0,0,0,0,0,98,0,178,182
AF1G-AIR FORCE LOGISTICS MANAGEMENT AGENCY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF1L-AIR MOBILITY COMMAND,8,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,13,30,0,0,0,4,0,0,0,47,18,33,0,0,0,0,0,0,51,0,98,107
AF1M-AIR FORCE MATERIEL COMMAND,11,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,14,57,142,4,60,0,22,0,0,0,285,39,7,12,0,0,1,0,0,59,0,344,358
AF1P-AIR FORCE REAL PROPERTY AGENCY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
AF1Q-HQ AF FLIGHT STANDARDS AGENCY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2
AF1S-SPACE COMMAND,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,20,23,1,2,0,14,0,0,0,60,16,5,5,0,0,0,0,0,26,0,86,90
AF1W-AIR FORCE ENGINEERING AND SERVICES CENTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF1Y-AIR FORCE CIVILIAN CAREER TRAINING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
AF21-AIR FORCE NUCLEAR WEAPONS AGENCY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2
AF24-HQ USAF DIRECT SUPPORT ELEMENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,19,0,0,20,0,22,22
AF25-AF-WIDE SUPPORT ELEMENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3
AF27-AIR FORCE AGENCY FOR MODELING AND SIMULATION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF2A-AIR FORCE COST CENTER,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
AF2B-AIR FORCE DOCTRINE CENTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF2D-AIR FORCE PERSONNEL OPERATIONS AGENCY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF2E-AIR FORCE LEGAL SERVICES CENTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,1,0,8,8
AF2F-AIR FORCE MEDICAL SERVICES CENTER,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
AF2G-AIR FORCE SERVICE INFORMATION AND NEWS CENTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
AF2I-AIR NATIONAL GUARD SUPPORT CENTER,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,4
AF2K-U.S. AIR FORCE HISTORICAL RESEARCH CENTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF2L-AIR FORCE TECHNICAL APPLICATIONS CENTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF2M-AIR FORCE REVIEW BOARDS OFFICE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF2N-AIR FORCE CENTER FOR STUDIES AND ANALYSES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF2Q-AIR WEATHER SERVICE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF2R-AIR FORCE PROGRAM EXECUTIVE OFFICE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
AF2S-HQ NORAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF2T-AIR FORCE SUPPLY CENTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AF2U-AIR FORCE MORALE, WELFARE AND RECREATION CENTER",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF2W-11TH WING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF2Y-AIR FORCE PENTAGON COMMUNICATIONS AGENCY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF2Z-HQ AIR FORCE MEDICAL OPERATIONS AGENCY,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,3
AF34-AIR NATIONAL GUARD UNITS (MOBILIZATION) (TITLE 5),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,3,0,7,7
"AF3C-AIR FORCE ELEMENTS, U.S. CENTRAL COMMAND",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,3,4
"AF3D-AIR FORCE ELEMENTS, U.S. SPECIAL OPERATIONS COMMAND",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0,7,0,0,0,14,4,0,0,0,0,0,0,0,4,0,18,19
"AF3N-AIR FORCE ELEMENTS, U.S. ATLANTIC COMMAND",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2
"AF3Q-AIR FORCE ELEMENTS, U.S. STRATEGIC COMMAND",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,4,0,0,0,12,0,0,1,0,0,0,0,0,1,0,13,14
"AF3S-HEADQUARTERS, U.S. SPACE COMMAND AND NORAD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AF3T-AIR FORCE ELEMENTS, U.S. TRANSPORTATION COMMAND",2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,5,2,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,10
"AF3V-AIR FORCE ELEMENTS, OTHER THAN EUROPE",2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,4,0,0,0,0,0,1,0,0,1,0,5,7
AF3W-AIR FORCE CENTER FOR ENVIRONMENTAL EXCELLENCE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,2
AF3Y-AIR FORCE FREQUENCY MANAGEMENT AGENCY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AF4D-AIR FORCE ELEMENTS, U.S. NORTHERN COMMAND",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,1,0,5,5
AF4W-AIR FORCE DISTRICT OF WASHINGTON,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,9,1,1,0,1,0,0,0,16,2,0,1,0,0,0,0,0,3,0,19,22
AF5J-AIR FORCE FINANCIAL SERVICES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF5K-AIR FORCE PETROLEUM AGENCY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
AFNG-AIR NATIONAL GUARD UNITS (TITLE 32),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,106,0,0,0,110,0,9,0,0,0,397,0,0,406,0,516,516
"AFZG-U.S. SPECIAL OPERATIONS COMMAND (ANG, TITLE 32)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,11,0,0,11,0,13,13
AFZS-U.S. SPECIAL OPERATIONS COMMAND (AIR FORCE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AG01-OFFICE OF THE SECRETARY OF AGRICULTURE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
AG02-AGRICULTURAL MARKETING SERVICE,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,5,0,0,0,0,0,0,0,7,0,253,1,0,0,0,0,0,254,0,261,262
AG03-AGRICULTURAL RESEARCH SERVICE,1,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,2,20,0,1,0,0,0,0,0,23,12,27,42,0,0,0,0,0,81,0,104,107
AG07-RURAL HOUSING SERVICE,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,10,2,0,1,0,0,0,0,0,3,0,13,16
AG08-RISK MANAGEMENT AGENCY,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
AG10-FOREIGN AGRICULTURAL SERVICE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,4,4
AG11-FOREST SERVICE,18,6,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,24,5,107,1,3,0,2,0,0,0,118,56,7,25,0,0,0,0,0,88,0,206,230
AG13-OFFICE OF COMMUNICATIONS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AG14-OFFICE OF THE GENERAL COUNSEL,1,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,5
AG15-RURAL UTILITIES SERVICE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AG16-NATURAL RESOURCES CONSERVATION SERVICE,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,1,14,0,3,0,1,0,0,0,19,7,2,2,0,0,0,0,0,11,0,30,34
AG18-ECONOMIC RESEARCH SERVICE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,2
AG20-NATIONAL AGRICULTURAL STATISTICS SERVICE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3
"AG22-COOPERATIVE STATE RESEARCH, EDUCATION, AND EXTENSION SERVICE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,13,0,0,0,0,0,0,13,0,14,14
AG23-OFFICE OF THE INSPECTOR GENERAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AG30-FOOD AND NUTRITION SERVICE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,6
AG32-RURAL BUSINESS-COOPERATIVE SERVICE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AG34-ANIMAL AND PLANT HEALTH INSPECTION SERVICE,7,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,2,17,0,1,0,1,0,0,0,21,22,56,8,0,0,0,0,0,86,0,107,115
"AG36-GRAIN INSPECTION, PACKERS AND STOCKYARDS ADMINISTRATION",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,9,0,10,10
AG37-FOOD SAFETY AND INSPECTION SERVICE,3,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,3,56,0,1,0,0,0,0,0,60,1,15,0,0,0,0,0,0,16,0,76,81
AG38-OFFICE OF THE CHIEF ECONOMIST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AG42-OFFICE OF BUDGET AND PROGRAM ANALYSIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AG90-OFFICE OF THE CHIEF FINANCIAL OFFICER,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,7
AGCR-OFFICE OF CIVIL RIGHTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGDA-DEPARTMENTAL ADMINISTRATION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2
AGES-OFFICE OF THE EXECUTIVE SECRETARIAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGFA-FARM SERVICE AGENCY,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,10,0,5,0,0,0,0,0,15,1,0,1,1,0,1,0,0,4,0,19,23
AGHL-HOMELAND SECURITY STAFF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGHS-HOMELAND SECURITY STAFF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
AGIT-OFFICE OF THE CHIEF INFORMATION OFFICER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGNA-NATIONAL APPEALS DIVISION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
AH01-NATIONAL ENDOWMENT FOR THE ARTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,1,0,3,3
AH02-NATIONAL ENDOWMENT FOR THE HUMANITIES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,3,3
AH03-INSTITUTE OF MUSEUM AND LIBRARY SERVICES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2
AI00-U.S. INSTITUTE OF PEACE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AM00-AGENCY FOR INTERNATIONAL DEVELOPMENT,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,2,4,1,0,0,3,0,0,0,10,0,0,0,0,0,4,0,0,4,0,14,17
AN00-AFRICAN DEVELOPMENT FOUNDATION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
AP00-APPALACHIAN REGIONAL COMMISSION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR**-UNSPECIFIED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
AR3A-U.S. ARMY CENTRAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
AR5A-U.S. ARMY NORTH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARAC-U.S. ARMY CONTRACTING AGENCY,8,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,3,3,1,0,0,3,0,0,0,10,2,1,0,0,0,0,0,0,3,0,13,23
