Agency,10-Competitive Service - Career,15-Competitive Service - Career-Conditional,30-Excepted Service - Schedule A,32-Excepted Service - Schedule B,35-Excepted Service - Schedule D,36-Excepted Service - Executive,38-Excepted Service - Other,50-Senior Executive Service - Career,55-Senior Executive Service - Non-Career,**-Unspecified,Permanent,20-Competitive Service,40-Excepted Service - Schedule A,42-Excepted Service - Schedule B,44-Excepted Service - Schedule C,45-Excepted Service - Schedule D,46-Excepted Service - Executive,48-Excepted Service - Other,60-Senior Executive Service - Limited Term,65-Senior Executive Service - Limited Emergency,Non-permanent,Unspecified,Type of Appointment - All,10-Competitive Service - Career,15-Competitive Service - Career-Conditional,30-Excepted Service - Schedule A,32-Excepted Service - Schedule B,35-Excepted Service - Schedule D,36-Excepted Service - Executive,38-Excepted Service - Other,50-Senior Executive Service - Career,55-Senior Executive Service - Non-Career,**-Unspecified,Permanent,20-Competitive Service,40-Excepted Service - Schedule A,42-Excepted Service - Schedule B,44-Excepted Service - Schedule C,45-Excepted Service - Schedule D,46-Excepted Service - Executive,48-Excepted Service - Other,60-Senior Executive Service - Limited Term,65-Senior Executive Service - Limited Emergency,Non-permanent,Unspecified,Type of Appointment - All,Type of Appointment - All
AF14-AIR FORCE INSTALLATION CONTRACTING AGENCY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF15-AIR FORCE CIVIL ENGINEER CENTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AF1A-AIR FORCE C2 & INTELLIGENCE, SURVEILLANCE & RECONNAISSANCE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF1C-AIR COMBAT COMMAND,7,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,6,82,1,3,0,0,2,0,0,0,94,20,6,77,0,0,0,1,0,0,104,0,198,206
AF1G-AIR FORCE LOGISTICS MANAGEMENT AGENCY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
AF1L-AIR MOBILITY COMMAND,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,6,26,0,1,0,0,0,0,0,0,33,16,40,80,0,0,0,0,0,0,136,0,169,171
AF1M-AIR FORCE MATERIEL COMMAND,17,7,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,24,13,444,4,103,0,0,25,0,0,0,589,47,12,250,0,0,0,0,0,0,309,0,898,922
AF1P-AIR FORCE REAL PROPERTY AGENCY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF1Q-HQ AF FLIGHT STANDARDS AGENCY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AF1S-HEADQUARTERS, AIR FORCE SPACE COMMAND",1,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,2,34,0,10,0,0,14,0,0,0,60,9,4,41,0,0,0,0,0,0,54,0,114,117
AF1W-AIR FORCE ENGINEERING AND SERVICES CENTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
AF1Y-AIR FORCE CIVILIAN CAREER TRAINING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,34,0,0,0,0,0,0,38,1,0,0,0,0,0,0,0,0,1,0,39,39
AF20-AIR FORCE AGENCY FOR MODELING/SIMULATION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF21-AIR FORCE NUCLEAR WEAPONS AGENCY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF24-HQ USAF DIRECT SUPPORT ELEMENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,1,0,0,0,10,0,0,0,1,0,0,0,0,0,1,0,11,11
AF25-AF-WIDE SUPPORT ELEMENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,0,6,6
AF27-AIR FORCE AGENCY FOR MODELING AND SIMULATION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF2A-AIR FORCE COST ANALYSIS AGENCY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
AF2D-AIR FORCE PERSONNEL OPERATIONS AGENCY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF2E-AIR FORCE LEGAL OPERATIONS AGENCY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2
AF2F-AIR FORCE MEDICAL SERVICES CENTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF2G-AIR FORCE SERVICE INFORMATION AND NEWS CENTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF2H-AIR FORCE COMBAT OPERATIONS STAFF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF2I-AIR NATIONAL GUARD SUPPORT CENTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,6,6
AF2K-AIR FORCE HISTORICAL RESEARCH AGENCY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF2L-AIR FORCE TECHNICAL APPLICATIONS CENTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
AF2M-AIR FORCE REVIEW BOARDS AGENCY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF2N-AIR FORCE CENTER FOR STUDIES AND ANALYSES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF2Q-AIR WEATHER SERVICE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2
AF2R-AIR FORCE PROGRAM EXECUTIVE OFFICE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF2S-AIR FORCE ELEMENTS NORAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF2T-AIR FORCE SAFETY CENTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2
"AF2U-AIR FORCE MORALE, WELFARE AND RECREATION CENTER",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2
AF2Z-AIR FORCE MEDICAL OPERATIONS AGENCY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF34-AIR NATIONAL GUARD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,4,0,1,9,0,0,0,0,0,0,10,0,14,14
"AF3C-AIR FORCE ELEMENTS, U.S. CENTRAL COMMAND",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,6
"AF3D-AIR FORCE ELEMENTS, U.S. SPECIAL OPERATIONS COMMAND",2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,7,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,10
"AF3N-AIR FORCE ELEMENTS, U.S. ATLANTIC COMMAND",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AF3Q-AIR FORCE ELEMENTS, U.S. STRATEGIC COMMAND",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,0,1,0,0,0,15,1,0,16,0,0,0,0,0,0,17,0,32,33
"AF3T-AIR FORCE ELEMENTS, U.S. TRANSPORTATION COMMAND",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,6
AF3V-AIR FORCE ELEMENTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,1,25,1,0,0,0,0,0,0,27,0,31,31
AF3W-AIR FORCE CENTER FOR ENGINEER & ENVIRONMENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,3,3
AF3Y-AIR FORCE FREQUENCY MANAGEMENT AGENCY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AF4D-AIR FORCE ELEMENTS, U.S. NORTHERN COMMAND",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,0,7,7
AF4W-AIR FORCE DISTRICT OF WASHINGTON,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,0,2,0,0,0,16,0,6,1,0,0,0,0,0,0,7,0,23,24
AF5J-AIR FORCE FINANCIAL SERVICES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
AF5K-AIR FORCE PETROLEUM AGENCY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
AFGS-AIR FORCE GLOBAL STRIKE COMMAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,0,17,4,0,25,0,0,0,0,0,0,29,0,46,46
AFNG-AIR NATIONAL GUARD UNITS (TITLE 32),0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,64,0,0,0,65,0,6,0,0,0,0,195,0,0,201,0,266,267
"AFZG-U.S. SPECIAL OPERATIONS COMMAND (ANG, TITLE 32)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,5,5
AG01-OFFICE OF THE SECRETARY OF AGRICULTURE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,2
AG02-AGRICULTURAL MARKETING SERVICE,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,12,0,0,0,0,0,0,15,0,4,2,0,0,0,0,0,0,6,0,21,22
AG03-AGRICULTURAL RESEARCH SERVICE,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,1,0,0,0,0,0,0,10,9,150,307,0,0,0,0,0,0,466,0,476,479
AG07-RURAL HOUSING SERVICE,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,3,0,0,1,0,0,0,11,6,8,17,0,0,0,1,0,0,32,0,43,46
AG08-RISK MANAGEMENT AGENCY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,12,0,0,0,0,0,0,12,0,14,14
AG10-FOREIGN AGRICULTURAL SERVICE,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,2,0,0,13,0,0,0,0,0,0,13,0,15,18
AG11-FOREST SERVICE,30,5,0,0,0,0,1,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,36,19,103,0,58,0,0,5,0,0,0,185,4916,24,1853,0,0,0,0,0,0,6793,0,6978,7014
AG13-OFFICE OF COMMUNICATIONS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,2
AG14-OFFICE OF THE GENERAL COUNSEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,2
AG15-RURAL UTILITIES SERVICE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,5,5
AG16-NATURAL RESOURCES CONSERVATION SERVICE,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,25,0,118,0,0,0,3,0,0,146,20,55,186,0,0,0,4,0,0,265,0,411,415
AG18-ECONOMIC RESEARCH SERVICE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,11,0,0,0,0,0,0,11,0,13,13
AG20-NATIONAL AGRICULTURAL STATISTICS SERVICE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,19,0,0,0,0,0,0,19,0,22,22
"AG22-COOPERATIVE STATE RESEARCH, EDUCATION, AND EXTENSION SERVICE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3,0,1,3,0,0,0,0,0,0,4,0,7,7
AG23-OFFICE OF THE INSPECTOR GENERAL,3,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,2,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,0,5,9
AG30-FOOD AND NUTRITION SERVICE,2,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,14,0,6,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20,24
AG32-RURAL BUSINESS-COOPERATIVE SERVICE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AG34-ANIMAL AND PLANT HEALTH INSPECTION SERVICE,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,13,0,2,0,0,0,0,0,0,17,20,94,25,0,0,0,0,0,0,139,0,156,158
"AG36-GRAIN INSPECTION, PACKERS AND STOCKYARDS ADMINISTRATION",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,2,0,6,6
AG37-FOOD SAFETY AND INSPECTION SERVICE,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,33,0,8,0,0,0,0,0,0,44,3,14,10,0,0,0,0,0,0,27,0,71,74
AG38-OFFICE OF THE CHIEF ECONOMIST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2
AG42-OFFICE OF BUDGET AND PROGRAM ANALYSIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
AG90-OFFICE OF THE CHIEF FINANCIAL OFFICER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,0,5,5
AGAO-OFFICE OF ADVOCACY AND OUTREACH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGCR-CIVIL RIGHTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGDA-DEPARTMENTAL ADMINISTRATION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3,0,1,3,0,0,0,0,0,0,4,0,7,7
AGES-OFFICE OF THE EXECUTIVE SECRETARIAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,2
AGFA-FARM SERVICE AGENCY,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,9,0,8,0,0,0,0,0,0,19,0,0,34,0,0,0,0,0,0,34,0,53,55
AGHL-HOMELAND SECURITY STAFF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGIT-OFFICE OF THE CHIEF INFORMATION OFFICER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
AGNA-NATIONAL APPEALS DIVISION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,2
